restaurant_name,cuisines,ratings,address,timings,phone,must_haves,price,more_info,description,rating_count
The Mill,"Cafe, Healthy Food, Salad, Continental, Wraps, Beverages, Shake",4.9,"Palolem, Goa",9am – 6pm (Today),+917517683611,"Carrot Cake, Smoothie, Potato Wedges, Burger",₹700 for two people (approx.) Without alcohol,"Breakfast
Home Delivery
Takeaway Available
Full Bar Available
Desserts and Bakes
Smoking Area
Indoor Seating
Vegan Options
Outdoor Seating
Live Music","Affordable, Vegan, Fair Prices, Ambience was Super Cool, Clean and Hygienic Place, Weekend Brunch",158
The Great Bath Cafe,"North Indian, Mughlai, Goan, Seafood, Desserts",4.0,"Vagator, Goa",Opens at 7pm,+919330903514,"₹1,400 for two people (approx.)",,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",18
Thyme & Ash,"Continental, Beverages, Desserts",3.9,"Anjuna, Goa",Opens at 7pm,+918617635875,"₹3,500 for two people (approx.)",,"Takeaway Available
Live Entertainment
Indoor Seating
4/5 Star
Family Friendly
Luxury Dining
Desserts and Bakes
Live Sports Screening
Table booking recommended","Exclusive of applicable taxes and charges, if any",38
Chef. Soumyens Kitchenn,"Continental, Seafood, Desserts, Beverages",4.4,"Calangute, Goa",Opens at 6:30pm,+917387520423,"Chef, Presentation, Great Service, Great Food, Main Course, Good Ambience","Exclusive of applicable taxes and charges, if any","Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","₹1,600 for two people (approx.) Without alcohol",53
Claudi's Corner,"Goan, Chinese, Seafood, North Indian",4.1,"Bogmalo, Goa",Opens at 6:30pm,+919764678848,"Cheese Garlic Naan, Seafood, Starters, Biryani, Fish, Chicken",₹950 for two people (approx.) Without alcohol,"Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Great Place, Great Food, Good Place, Ambiance, Good Food, Quantity",198
Cafe Lilliput,"Continental, North Indian, Seafood, Steak, Italian, Chinese, Beverages, Desserts",3.9,"Anjuna Beach, Anjuna, Goa",8am – 6am (Today),+919822137767,"Awesome Music, Outdoor, Good View, Dj, Sheesha, Nice Music","Exclusive of applicable taxes and charges, if any","Breakfast
Takeaway Available
Full Bar Available
Smoking Area
Live Music
Seaview
Table booking recommended
Wifi
Serves Cocktails
Indoor Seating","₹1,700 for two people (approx.) with alcohol",781
Food Exchange - Novotel Goa Resort & Spa,Goan,4.0,"Novotel Goa Resorts & Spa, Candolim, Goa",12noon – 11pm (Today),+918327112424,"Great Service, Friendly Staff, Ambience, Food","Exclusive of applicable taxes and charges, if any","Home Delivery
Full Bar Available
4/5 Star
Outdoor Seating
Family Friendly
Table booking recommended
Wifi
Luxury Dining","₹2,500 for two people (approx.) Without alcohol",73
Durigo,"Seafood, Goan, Chinese",3.9,"Colva, Goa",11am – 11pm (Today),+918322788364,₹400 for two people (approx.),,"Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Exclusive of applicable taxes and charges, if any",47
Trails Of Taste - TOTGOA,"Andhra, South Indian, Biryani, Desserts",3.9,"Anjuna, Goa",Opens at 6pm,+918234859999,"Must Visit Place, South Indian Food, Best in Service, Comforting Atmosphere, Served Quickly, Flavour","Exclusive of applicable taxes and charges, if any","Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages",₹600 for two people (approx.),25
Burger Bar & Bakery,"Fast Food, Italian, Goan, Continental, BBQ, Beverages",4.0,"Siolim, Goa",11am – 11pm (Today),+919822046025,"Rooftop, Comfort Food, Customer Service, Ambiance, Packaging, Price","Exclusive of applicable taxes and charges, if any","Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages",₹500 for two people (approx.),81
Cafe Candolim,"Cafe, Continental, Fast Food, Sandwich, Beverages, Desserts",4.4,"Candolim, Goa",8:30am – 7:30pm (Today),+918879789992,"Chicken Club Sandwiches, Masala Tea, Oreo Shake, Cappuccino, Hot Chocolate, Eggs",₹700 for two people (approx.),"Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Quaint Little Place, Ambience is very Nice, Good Portion Size, Cozy Place, Brunch, Courteous Staff",223
Wok & Pan,"Chinese, Sichuan, Seafood",4.3,"Vagator, Goa",Opens at 7pm,+919359319268,"Panang Curry, Noodle, Momos, Soup",₹950 for two people (approx.) Without alcohol,"Home Delivery
Takeaway Available
Full Bar Available
Outdoor Seating
Live Sports Screening
Karaoke
Desserts and Bakes
Family Friendly
Live Music
Smoking Area
Serves Cocktails
Live Entertainment","Humble Staff, Served Quickly, Great Portions, Timely Service, Good Quality, Quantity",20
Oppa's Restaurant,Continental,3.9,"Vagator, Goa",8:30am – 11pm (Today),+919822877131,"₹1,000 for two people (approx.)",,"Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Exclusive of applicable taxes and charges, if any",7
Kokni Kanteen,"Goan, North Indian, Seafood, Beverages",4.5,"Panaji, Goa",Opens at 7:30pm,+918322421972,"Kokum Soda, Surmai Thali, Prawn Papad, Recheado Masala, Seafood Thali, Mutton Xacuti",₹850 for two people (approx.) Without alcohol,"Home Delivery
Takeaway Available
Full Bar Available
Family Friendly
Indoor Seating
Valet Parking Available","Serving Staff, Lightings, Authenticity, Reasonable Rate, More Variety, Family Place","1,238"
The Curry Multicuisine Family Restro-Bar,"Finger Food, Chinese, North Indian, Biryani, Seafood, Goan, Beverages",4.1,"Panaji, Goa",11:15am – 10:45pm (Today),+918080356608,"Delicious Taste, Fresh Food, Quantity, Value for Money, Packaging","Exclusive of applicable taxes and charges, if any","Home Delivery
Takeaway Available
Full Bar Available
Family Friendly
Indoor Seating
Serves Cocktails
Rooftop
Desserts and Bakes","₹1,200 for two people (approx.) Without alcohol",41
Infantaria,"Goan, North Indian, Continental, Italian, Seafood, Chinese, Desserts, Beverages",3.9,"Calangute, Goa",7am – 11pm (Today),+918323291290,"Chicken Croissant, Beef Chops, Quiche, Chicken Lasagna, Chicken Fingers, Sunny Side",₹950 for two people (approx.) Without alcohol,"Breakfast
Takeaway Available
Full Bar Available
Indoor Seating
Family Friendly
Desserts and Bakes
Live Music
Smoking Area","Good Offers, Breakfast Options, Comfortable Seating, Singer, Brunch, Venue","2,216"
Hammerzz,"Chinese, Pasta, Wraps",3.7,"Baga, Goa",Opens at 9pm,+919112211491,"Variety of Pizza, Staff Behaviour, Lights, Good Wifi, Young Crowd, Best Food under Best Budget","Exclusive of applicable taxes and charges, if any","Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","₹5,000 for two people (approx.) with alcohol",123
Bistro Bohemiaa,"Sandwich, Burger, Continental, North Indian, Oriental, Italian, Beverages",3.9,"Vagator, Goa",8:30am – 5:30pm (Today),+918766895765,"₹1,000 for two people (approx.) Without alcohol",,"Home Delivery
Takeaway Available
Full Bar Available
All Day Breakfast
Indoor Seating","Exclusive of applicable taxes and charges, if any",13
Hot Wok,"Chinese, Momos, Sichuan, Asian",3.9,"Bogmalo, Goa",12:30pm – 10:30pm (Today),+918128124656,₹500 for two people (approx.),,"Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Exclusive of applicable taxes and charges, if any",4
Cafe South Cartel,"Continental, North Indian",3.9,"Benaulim, Goa",2pm – 9pm (Today),+918766701697,₹550 for two people (approx.),,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",4
KAHVI Cafe & Bistro,Cafe,3.9,"Bardez, Goa",10:30am – 8:30pm (Today),+918010061103,₹600 for two people (approx.),,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",6
Tattwa,"North Indian, Mughlai, Fast Food, Chinese, Continental, Goan, Beverages, Desserts",4.5,"Palolem, Goa",11am – 11pm (Today),+917262032171,"Hospitality, Best Food under Best Budget, Owner, Ambience, Staff, Taste","Exclusive of applicable taxes and charges, if any","Takeaway Available
Full Bar Available
Desserts and Bakes
Family Friendly
Outdoor Seating","₹1,200 for two people (approx.) Without alcohol",28
Krishna Multi-Cuisine Veg Restaurant,"North Indian, South Indian, Chinese, Fast Food",4.0,"Margao, Goa",8am – 11pm (Today),+918329516517,"Reasonable Rate, Tasty Food, Good Ambience, Good Place, Quantity, Price","Exclusive of applicable taxes and charges, if any","Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages",₹400 for two people (approx.),187
Avo's Kitchen,"Goan, Seafood, North Indian, Street Food, Fast Food, Desserts",4.5,"Assagao, Goa",Opens at 7:30pm,+919518305003,"₹1,400 for two people (approx.) Without alcohol",,"Home Delivery
Takeaway Available
Full Bar Available
Indoor Seating
Disabled Friendly
Family Friendly
Smoking Area
Outdoor Seating","Exclusive of applicable taxes and charges, if any",49
Zeebop,"Chinese, Goan, Continental, Desserts, Beverages",4.0,"Majorda, Goa",10:30am – 9:45pm (Today),+919822154541,"Lobsters, Kulfi, Fish Tikka, Chicken Xacuti, Seafood, Butter Chicken",₹750 for two people (approx.) Without alcohol,"Breakfast
Home Delivery
Takeaway Available
Full Bar Available
Wifi
Desserts and Bakes","Romantic Place, Amazing View, Seaview, Great Location, Yummy Food, Excellent Place",577
Tamil Nadu Home Food,"South Indian, Chinese, Mughlai, North Indian, Seafood, Tamil",3.4,"Calangute, Goa",7am – 12midnight (Today),+918608601910,₹400 for two people (approx.),,,"Exclusive of applicable taxes and charges, if any",9
Gratitude,"Healthy Food, Continental, Fast Food, Desserts, Beverages",4.4,"Anjuna, Goa",9:15am – 10:45pm (Today),+919820728889,"Best Staff, Delicious Taste, Clean and Hygienic Place, Fresh Food, Value for Money, Good Quality","Exclusive of applicable taxes and charges, if any","Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","₹1,200 for two people (approx.)",25
Lobster Shack - Taj Exotica,"Seafood, North Indian",3.7,"Taj Exotica, Benaulim, Goa",11am – 11pm (Today),+918326683333,"₹2,500 for two people (approx.)",,"Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Exclusive of applicable taxes and charges, if any",45
German Bakery,"Bakery, North Indian, Fast Food, Chinese, Street Food, Steak, Italian, Biryani",3.9,"Palolem, Goa",7am – 11pm (Today),+918351008160,"Menu, Staff, Service, Taste","Exclusive of applicable taxes and charges, if any","Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages",₹400 for two people (approx.),68
Krishna Bar & Restaurant,"North Indian, Kebab, Chinese, Biryani, Goan, Mughlai, Sichuan, Beverages",3.8,"Calangute, Goa",12noon – 12midnight (Today),+917066473156,"Quantity, Food, Ambience, Service","Exclusive of applicable taxes and charges, if any","Home Delivery
Takeaway Available
Full Bar Available
Indoor Seating
Family Friendly",₹600 for two people (approx.) Without alcohol,48
Pahadi Beach,"North Indian, Seafood, Fast Food, Bengali, Assamese, Goan, Mangalorean",4.2,"Anjuna, Goa",11am – 11pm (Today),+917499992763,"Hospitality is very Good, Very Affordable, Outdoor Seating, Good Wifi, Served Quickly, Clean and Hygienic Place","Exclusive of applicable taxes and charges, if any","Breakfast
Takeaway Available
Live Music
Outdoor Seating
Family Friendly",₹950 for two people (approx.),41
Cape Town Cafe,"Steak, Italian, Goan, Continental, North Indian, Seafood",4.2,"Baga, Goa",Opens at 5pm,+917981550539,"Own debut music compilation, compiled by world famous DJ Andrea Bertolini","Live Entertainment, Awesome Music, Good Crowd, Great Music, Lovely Ambience, Interior","Full Bar Available
DJ
Indoor Seating
Outdoor Seating
Table booking recommended
Live Entertainment
Live Music
Live Sports Screening
Wifi
Dance Floor
Karaoke","Mojito, Pizzas, Drinks, Starters, Cocktails, Beer",435
Dandey's Grill House,"BBQ, Seafood, Steak, Continental, Pasta, Asian, North Indian, Beverages",4.4,"Porvorim, Goa",11am – 11pm (Today),+919890315172,"Peri Peri Beef Steak, Cordon Bleu, Peri Peri Sauce, Sizzlers, Starter, Beef","₹1,000 for two people (approx.) Without alcohol","Home Delivery
Takeaway Available
Full Bar Available
Indoor Seating","Family Place, Relaxed Atmosphere, Perfect Place, Best Place, Prices, Quality",249
Waterfront Terrace & Bar - Goa Marriott Resort And Spa,"North Indian, Asian, Italian, Continental, Goan, Seafood, Beverages, Desserts",4.2,"Goa Marriott Resort & Spa, Panaji, Goa",6am – 11:30pm (Today),+918322463333,An intimate dinig spot recogzined for the dinner buffet,"₹3,500 for two people (approx.) Without alcohol","Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Flavorful Entrees, Great for Dates, Worth the Price, Sophisticated, Seaview, Great Service",230
Bobby's Fat Fish,"Goan, Salad, Fast Food, North Indian, Kebab, Seafood, Continental, Desserts",-,"Anjuna, Goa",12noon – 11:30pm (Today),+918806177551,"₹1,500 for two people (approx.) with alcohol",,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",3
Susegado,"Seafood, Italian, Continental",4.1,"Cavelossim, Goa",11:30am – 10:30pm (Today),+918326621234,"The St. Regis Goa Resort boasts about its elegant seafood grill and Pan-Asian restaurant sits on the sands of the Arabian Sea. Savor the fresh catch of the day along with grilled meats, sushi and more, while you immerse in the live music and the ocean breeze amidst the ocean, fire, sand, and sky.Known for  - Catch of the day, Sushi,","Exclusive of applicable taxes and charges, if any","Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","₹4,000 for two people (approx.)",52
Star Light,"Goan, North Indian, Chinese, Seafood, Salad, Biryani",4.2,"Baga, Goa","12:45pm – 4:45pm, 7:30pm – 11:45pm (Today)",+917741069965,"Authentic Goan Food, Fish Thali, Sea Food, Seafood, Curry, Rice",₹850 for two people (approx.) Without alcohol,"Home Delivery
Full Bar Available
Outdoor Seating","Waiter, Price, Location, Good Place, Quantity, Good Food",275
Suha,North Indian,3.8,"Anjuna, Goa",9am – 10:30pm (Today),+919172624248,"₹1,200 for two people (approx.)",,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",13
Artisan - Resort & Cafe,"Cafe, Coffee, North Indian, Continental, Sandwich, Fast Food, Desserts, Beverages",3.9,"Morjim, Goa",7am – 12midnight (Today),+918459763277,₹600 for two people (approx.) Without alcohol,,"Breakfast
Takeaway Available
Serves Alcohol
Outdoor Seating
Smoking Area
Indoor Seating
Pet Friendly
Desserts and Bakes","Exclusive of applicable taxes and charges, if any",4
Three Kisses,"Finger Food, Seafood, Pancake, Steak, Pasta, North Indian, Shake, Beverages",4.5,"Benaulim, Goa",9am – 11:30pm (Today),+919822133048,"Relaxed Atmosphere, Host, Affordable Prices, Best Food under Best Budget, Owner, Decor","Exclusive of applicable taxes and charges, if any","Breakfast
Home Delivery
Takeaway Available
Full Bar Available
Family Friendly
Outdoor Seating
Live Music
Wifi",₹950 for two people (approx.) Without alcohol,89
Delhi Darbar - Original Branch,"Chinese, Mughlai, North Indian, Goan, Seafood, Biryani, Ice Cream, Beverages",4.4,"Calangute, Goa",12noon – 11pm (Today),+919112238999,"Comfortable Seating Area, Nice Ambience, Courteous Staff, Good Ambience, Tasty Food, Seating","Exclusive of applicable taxes and charges, if any","Home Delivery
Takeaway Available
Serves Alcohol
Indoor Seating
Family Friendly
Smoking Area
Desserts and Bakes","₹1,800 for two people (approx.) Without alcohol",349
Kofuku,"Japanese, Korean, Asian, Goan, Salad, Sushi, Desserts",4.1,"Mapusa, Goa",Opens at 6pm,+919028111734,"Comforting Atmosphere, Best Food under Best Budget, Elaborate Menu, Fresh Food, Good Quality, Staff","Exclusive of applicable taxes and charges, if any","Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","₹2,500 for two people (approx.)",27
New Bajarangi Family Restaurant & Bar,"Chinese, Biryani, North Indian, Mughlai, Beverages, Kebab, Sichuan",3.4,"Bardez, Goa",24 Hours (Today),+919765760689,₹600 for two people (approx.),,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",12
Cavatina,"Italian, Steak, Goan, Continental, Salad, Mexican",4.8,"Benaulim, Goa",Opens tomorrow at 12:30pm,+919767813482,"Desserts, Cocktails, Starters, Pasta, Prawns, Drinks","₹2,500 for two people (approx.) Without alcohol","Takeaway Available
Full Bar Available
Indoor Seating
Family Friendly
Smoking Area
Live Music
Outdoor Seating
Table booking recommended
Luxury Dining","Food and Hospitality Amazing, Gastronomical Experience, Food Menu, Cozy Place, Hygiene, Presentation",236
F Fish,"Seafood, Beverages",3.7,"Baga, Goa",9am – 11pm (Today),+919823130905,₹400 for two people (approx.),,"Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Exclusive of applicable taxes and charges, if any",16
Tanoj Food Corner,"North Indian, Beverages",3.7,"Baga, Goa",10:30am – 10pm (Today),+917709698132,₹400 for two people (approx.),,,"Exclusive of applicable taxes and charges, if any",8
Okapi Vegan Kitchen,"Sandwich, Fast Food, Salad, Beverages",-,"Moira, Goa",9:30am – 5pm (Today),+917666646049,₹550 for two people (approx.),,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",3
Olio's,"North Indian, Chinese, Desserts, Beverages",-,"Benaulim, Goa",Opens at 5:30pm,+919921804588,₹800 for two people (approx.) Without alcohol,,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",3
Mrs Morgan,"South Indian, Goan",3.9,"Anjuna, Goa",9:30am – 10:30pm (Today),+917770008220,₹400 for two people (approx.),,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",12
Amavi,"Continental, Desserts, Thai, Seafood, Italian, Beverages",4.6,"Calangute, Goa",12:30pm – 10:30pm (Today),+919823128567,"Beef, Dessert, Sea Food, Cocktails, Drinks, Chicken","₹2,500 for two people (approx.) Without alcohol","Home Delivery
Takeaway Available
Full Bar Available
Desserts and Bakes
Indoor Seating
Table booking recommended","Modern Vibe, Sophisticated, Personal Attention, Meals, Great Service, Decor",111
Barbeque Nation,"North Indian, BBQ, Biryani, Kebab, Beverages, Desserts",4.4,"Caculo Mall, Panaji , Goa",11am – 11pm (Today),+918657991735,"Multi-cuisine, full course buffet accompanied with live grill","Complimentary Drinks, Personal Attention, Themed Decor, More Variety, Family Place, Lovely Ambience","Home Delivery
Full Bar Available
Mall Parking
Table booking recommended
Indoor Seating
Buffet
Desserts and Bakes
Live Music","Kiwi Souffle, Pineapple Grill, Spicy Potato, Tangdi Kabab, Barbeque, Kulfi",780
Zest Café & Kitchen - Holiday Inn,"North Indian, Goan, Chinese, Seafood, Oriental, Salad, Desserts, Beverages",4.5,"Holiday Inn Resort, Salcette, Goa",24 Hours (Today),+918322870000,"Cafe, Quality, Staff, Ambience, Service, Food","Exclusive of applicable taxes and charges, if any","Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","₹2,100 for two people (approx.) Without alcohol",58
Tushar Juice Center,"Beverages, Shake, Juices",3.5,"Baga, Goa",11am – 12midnight (Today),+919823130905,₹200 for two people (approx.),,"Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Exclusive of applicable taxes and charges, if any",15
Indian Oven,"North Indian, Mughlai, Biryani, Desserts",4.1,"Candolim, Goa",12:30pm – 10:30pm (Today),+918380064272,"Dal Makhani, Jeera Rice, Buffet, Tandoori Roti, Mojito, Breads","₹1,400 for two people (approx.) Without alcohol","Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Live Folk Music, Excellent Taste, Good Places, Amazing Staff, Decent Ambience, Reasonable Price",296
The Kitchen On Top,"North Indian, Chinese, Asian, Mughlai, Fast Food, Continental, Desserts, Beverages",4.3,"Margao, Goa",11am – 10:30pm (Today),+919719198005,"Momos, Dessert, Biryani, Starters, Chicken, Drinks",₹800 for two people (approx.),"Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Service and Quality of Food, Ample Seating Area, Gastronomical Experience, Staff Behaviour, Beautiful Ambience, Tandoori",217
The Kitchen On Top,"North Indian, Chinese, Asian, Mughlai, Fast Food, Continental, Desserts, Beverages",4.3,"Margao, Goa",11am – 10:30pm (Today),+919719198005,"Momos, Dessert, Biryani, Starters, Chicken, Drinks",₹800 for two people (approx.),"Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Service and Quality of Food, Ample Seating Area, Gastronomical Experience, Staff Behaviour, Beautiful Ambience, Tandoori",217
The HangOut Siolim,"North Indian, Bar Food, Chinese, Sandwich, Goan, Seafood, Desserts, Beverages",4.3,"Siolim, Goa",11am – 11pm (Today),+919890009545,"₹1,200 for two people (approx.) Without alcohol",,"Home Delivery
Takeaway Available
Full Bar Available
Indoor Seating
Desserts and Bakes
Outdoor Seating
Family Friendly
Smoking Area","Exclusive of applicable taxes and charges, if any",16
Balos Beachside Bar ‘n’ Grill,"Beverages, Asian, Continental, Goan, North Indian",3.9,"Morjim, Goa",12noon – 12midnight (Today),+918074632028,"₹1,500 for two people (approx.) with alcohol",,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",6
